ID;URL;Name;NameWithOwner;Stargazers;PullRequests;AcceptedPullRequests;Releases;PrimaryLanguage;createdAt;updatedAt;closedIssues;totalIssues
MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==;https://github.com/freeCodeCamp/freeCodeCamp;freeCodeCamp;freeCodeCamp/freeCodeCamp;362500;32267;19295;0;TypeScript;2014-12-24T17:49:19Z;2023-03-05T10:44:01Z;16559;16714
MDEwOlJlcG9zaXRvcnkxMzQ5MTg5NQ==;https://github.com/EbookFoundation/free-programming-books;free-programming-books;EbookFoundation/free-programming-books;269589;8246;5592;0;;2013-10-11T06:50:37Z;2023-03-04T18:21:53Z;886;911
MDEwOlJlcG9zaXRvcnkxNzc3MzY1MzM=;https://github.com/996icu/996.ICU;996.ICU;996icu/996.ICU;265226;1949;1063;0;;2019-03-26T07:31:14Z;2022-01-25T17:24:10Z;0;0
MDEwOlJlcG9zaXRvcnk2MDQ5MzEwMQ==;https://github.com/jwasham/coding-interview-university;coding-interview-university;jwasham/coding-interview-university;250415;876;359;0;;2016-06-06T02:34:12Z;2023-03-01T16:30:59Z;339;383
MDEwOlJlcG9zaXRvcnkyMTczNzQ2NQ==;https://github.com/sindresorhus/awesome;awesome;sindresorhus/awesome;241526;1878;607;0;;2014-07-11T13:42:37Z;2023-02-18T09:59:12Z;297;320
MDEwOlJlcG9zaXRvcnk4NTA3NzU1OA==;https://github.com/kamranahmedse/developer-roadmap;developer-roadmap;kamranahmedse/developer-roadmap;231861;2174;1455;1;Astro;2017-03-15T13:45:52Z;2023-03-04T23:58:23Z;758;910
MDEwOlJlcG9zaXRvcnk1NDM0Njc5OQ==;https://github.com/public-apis/public-apis;public-apis;public-apis/public-apis;229942;2924;1871;0;Python;2016-03-20T23:49:42Z;2022-07-19T13:39:16Z;416;444
MDEwOlJlcG9zaXRvcnk4MzIyMjQ0MQ==;https://github.com/donnemartin/system-design-primer;system-design-primer;donnemartin/system-design-primer;213136;464;195;0;Python;2017-02-26T16:15:28Z;2022-12-11T20:06:51Z;71;244
MDEwOlJlcG9zaXRvcnkxMDI3MDI1MA==;https://github.com/facebook/react;react;facebook/react;203300;13232;8842;99;JavaScript;2013-05-24T16:15:54Z;2023-03-05T18:18:54Z;11147;12079
MDEwOlJlcG9zaXRvcnkxMTczMDM0Mg==;https://github.com/vuejs/vue;vue;vuejs/vue;202608;2386;1118;245;TypeScript;2013-07-29T03:24:51Z;2023-02-04T18:16:38Z;9584;9947
MDEwOlJlcG9zaXRvcnkxMzI3NTA3MjQ=;https://github.com/codecrafters-io/build-your-own-x;build-your-own-x;codecrafters-io/build-your-own-x;192031;288;112;0;;2018-05-09T12:03:18Z;2023-02-27T19:27:50Z;377;541
MDEwOlJlcG9zaXRvcnk0NTcxNzI1MA==;https://github.com/tensorflow/tensorflow;tensorflow;tensorflow/tensorflow;171802;22699;15771;185;C++;2015-11-07T01:19:20Z;2023-03-03T20:05:05Z;34730;36777
MDEwOlJlcG9zaXRvcnkxNDQ0MDI3MA==;https://github.com/getify/You-Dont-Know-JS;You-Dont-Know-JS;getify/You-Dont-Know-JS;165497;871;356;0;;2013-11-16T02:37:24Z;2022-10-23T13:09:44Z;825;908
MDEwOlJlcG9zaXRvcnkxMjY1NzcyNjA=;https://github.com/trekhleb/javascript-algorithms;javascript-algorithms;trekhleb/javascript-algorithms;164148;650;280;0;JavaScript;2018-03-24T07:47:04Z;2023-02-25T00:06:02Z;207;314
MDEwOlJlcG9zaXRvcnkyMTI2MjQ0;https://github.com/twbs/bootstrap;bootstrap;twbs/bootstrap;162178;14357;8188;83;JavaScript;2011-07-29T21:19:00Z;2023-03-04T20:05:54Z;21543;21802
MDEwOlJlcG9zaXRvcnkxMjEzOTU1MTA=;https://github.com/CyC2018/CS-Notes;CS-Notes;CyC2018/CS-Notes;162134;597;375;0;;2018-02-13T14:56:24Z;2022-02-05T03:45:27Z;439;558
MDEwOlJlcG9zaXRvcnkyMTI4OTExMA==;https://github.com/vinta/awesome-python;awesome-python;vinta/awesome-python;158934;1763;530;0;Python;2014-06-27T21:00:06Z;2023-01-05T12:29:51Z;478;497
MDEwOlJlcG9zaXRvcnkyOTExMzc=;https://github.com/ohmyzsh/ohmyzsh;ohmyzsh;ohmyzsh/ohmyzsh;156056;6776;2844;0;Shell;2009-08-28T18:15:37Z;2023-03-04T08:26:05Z;4173;4389
MDEwOlJlcG9zaXRvcnk2MzQ3NjMzNw==;https://github.com/TheAlgorithms/Python;Python;TheAlgorithms/Python;154688;6808;2156;0;Python;2016-07-16T09:44:01Z;2023-03-02T16:51:48Z;1209;1227
MDEwOlJlcG9zaXRvcnkzMTc5MjgyNA==;https://github.com/flutter/flutter;flutter;flutter/flutter;150893;41941;29857;0;Dart;2015-03-06T22:54:58Z;2023-03-05T00:59:14Z;67969;79333
MDEwOlJlcG9zaXRvcnkyMzI1Mjk4;https://github.com/torvalds/linux;linux;torvalds/linux;147349;761;9;0;C;2011-09-04T22:48:12Z;2023-03-04T22:48:29Z;0;0
MDEwOlJlcG9zaXRvcnkxMDYyODk3;https://github.com/github/gitignore;gitignore;github/gitignore;145037;4166;1523;0;;2010-11-08T20:17:14Z;2022-12-18T19:57:19Z;0;0
MDEwOlJlcG9zaXRvcnk0MTg4MTkwMA==;https://github.com/microsoft/vscode;vscode;microsoft/vscode;143265;19461;15540;92;TypeScript;2015-09-03T20:23:38Z;2023-03-05T18:21:07Z;145593;151683
MDEwOlJlcG9zaXRvcnkxOTQxNTA2NA==;https://github.com/ossu/computer-science;computer-science;ossu/computer-science;135927;392;236;0;;2014-05-04T00:18:39Z;2023-02-06T02:14:33Z;585;599
MDEwOlJlcG9zaXRvcnk2NDk4NDky;https://github.com/airbnb/javascript;javascript;airbnb/javascript;131976;1409;792;0;JavaScript;2012-11-01T23:13:50Z;2023-02-07T19:17:51Z;1137;1234
MDEwOlJlcG9zaXRvcnkzNTk1NTY2Ng==;https://github.com/jlevy/the-art-of-command-line;the-art-of-command-line;jlevy/the-art-of-command-line;131780;565;312;0;;2015-05-20T15:11:03Z;2022-12-29T22:43:54Z;130;232
MDEwOlJlcG9zaXRvcnkxMzI0NjQzOTU=;https://github.com/Snailclimb/JavaGuide;JavaGuide;Snailclimb/JavaGuide;131533;1027;776;0;Java;2018-05-07T13:27:00Z;2023-03-04T12:00:03Z;793;859
MDEwOlJlcG9zaXRvcnkxMjM0NTg1NTE=;https://github.com/jackfrued/Python-100-Days;Python-100-Days;jackfrued/Python-100-Days;131438;314;12;0;Python;2018-03-01T16:05:52Z;2023-02-05T16:59:39Z;102;596
MDEwOlJlcG9zaXRvcnkzNjYzMzM3MA==;https://github.com/awesome-selfhosted/awesome-selfhosted;awesome-selfhosted;awesome-selfhosted/awesome-selfhosted;122636;2666;2101;0;Makefile;2015-06-01T02:33:17Z;2023-03-01T19:11:52Z;710;763
MDEwOlJlcG9zaXRvcnkxMDM5NTIw;https://github.com/ytdl-org/youtube-dl;youtube-dl;ytdl-org/youtube-dl;118363;4821;1601;341;Python;2010-10-31T14:35:07Z;2023-03-03T15:02:15Z;21781;25619
MDEwOlJlcG9zaXRvcnkyNDE1NzYyNzA=;https://github.com/labuladong/fucking-algorithm;fucking-algorithm;labuladong/fucking-algorithm;114382;419;210;1;Markdown;2020-02-19T09:01:23Z;2023-03-05T03:37:16Z;424;496
MDEwOlJlcG9zaXRvcnkyMzA5Njk1OQ==;https://github.com/golang/go;go;golang/go;109064;2860;1;0;Go;2014-08-19T04:33:40Z;2023-03-04T00:00:01Z;46873;54752
MDEwOlJlcG9zaXRvcnkxMTI1MDcwODY=;https://github.com/30-seconds/30-seconds-of-code;30-seconds-of-code;30-seconds/30-seconds-of-code;108287;1483;754;4;JavaScript;2017-11-29T17:35:03Z;2023-02-18T21:15:21Z;277;277
MDEwOlJlcG9zaXRvcnkyOTAyODc3NQ==;https://github.com/facebook/react-native;react-native;facebook/react-native;108003;11958;660;241;JavaScript;2015-01-09T18:10:16Z;2023-03-04T01:06:58Z;22036;24006
MDEwOlJlcG9zaXRvcnk5Mzg0MjY3;https://github.com/electron/electron;electron;electron/electron;106174;18765;16573;1000;C++;2013-04-12T01:47:36Z;2023-03-03T08:42:50Z;17198;18057
MDEwOlJlcG9zaXRvcnk5NDMxNDk=;https://github.com/d3/d3;d3;d3/d3;104538;1114;439;190;JavaScript;2010-09-27T17:22:42Z;2023-01-18T18:34:09Z;2129;2134
MDEwOlJlcG9zaXRvcnk3MDEwNzc4Ng==;https://github.com/vercel/next.js;next.js;vercel/next.js;101846;14725;11664;1000;JavaScript;2016-10-05T23:32:51Z;2023-03-05T18:26:29Z;14082;15335
MDEwOlJlcG9zaXRvcnkxNDA5ODA2OQ==;https://github.com/justjavac/free-programming-books-zh_CN;free-programming-books-zh_CN;justjavac/free-programming-books-zh_CN;100238;451;280;3;;2013-11-04T01:59:19Z;2022-06-13T03:25:12Z;0;0
MDEwOlJlcG9zaXRvcnkyMzA4ODc0MA==;https://github.com/axios/axios;axios;axios/axios;99062;1330;728;57;JavaScript;2014-08-18T22:30:27Z;2023-02-22T21:05:31Z;3785;4116
MDEwOlJlcG9zaXRvcnk2MzUzNzI0OQ==;https://github.com/facebook/create-react-app;create-react-app;facebook/create-react-app;99024;4124;1942;83;JavaScript;2016-07-17T14:55:11Z;2022-09-08T07:40:47Z;6464;7998
MDEwOlJlcG9zaXRvcnkyMTU0MDc1OQ==;https://github.com/avelino/awesome-go;awesome-go;avelino/awesome-go;97483;4165;2913;0;Go;2014-07-06T13:42:15Z;2023-02-28T20:05:58Z;527;554
MDEwOlJlcG9zaXRvcnkyMDU4MDQ5OA==;https://github.com/kubernetes/kubernetes;kubernetes;kubernetes/kubernetes;96387;73476;54260;587;Go;2014-06-06T22:56:04Z;2023-03-05T14:30:56Z;40976;42588
MDEwOlJlcG9zaXRvcnkyNzE5Mzc3OQ==;https://github.com/nodejs/node;node;nodejs/node;93736;29733;5775;333;JavaScript;2014-11-26T19:57:11Z;2023-03-05T11:39:29Z;14354;15641
MDEwOlJlcG9zaXRvcnk4ODAxMTkwOA==;https://github.com/practical-tutorials/project-based-learning;project-based-learning;practical-tutorials/project-based-learning;93399;311;179;0;;2017-04-12T05:07:46Z;2022-08-28T05:18:14Z;44;69
MDEwOlJlcG9zaXRvcnkxMzgzOTMxMzk=;https://github.com/trimstray/the-book-of-secret-knowledge;the-book-of-secret-knowledge;trimstray/the-book-of-secret-knowledge;91513;230;122;0;;2018-06-23T10:43:14Z;2022-02-28T20:34:27Z;0;0
MDEwOlJlcG9zaXRvcnk1NzYyMDE=;https://github.com/mrdoob/three.js;three.js;mrdoob/three.js;89562;13837;10544;142;JavaScript;2010-03-23T18:58:01Z;2023-03-04T08:58:42Z;11238;11604
MDEwOlJlcG9zaXRvcnkyMDkyOTAyNQ==;https://github.com/microsoft/TypeScript;TypeScript;microsoft/TypeScript;88994;15819;12690;168;TypeScript;2014-06-17T15:28:39Z;2023-03-04T06:06:27Z;30496;36319
MDEwOlJlcG9zaXRvcnkxMzM0NDIzODQ=;https://github.com/denoland/deno;deno;denoland/deno;88283;9750;7824;215;Rust;2018-05-15T01:34:26Z;2023-03-05T17:47:04Z;6261;7397
MDEwOlJlcG9zaXRvcnkxMDAwNjA5MTI=;https://github.com/microsoft/terminal;terminal;microsoft/terminal;87836;3474;3053;89;C++;2017-08-11T18:38:22Z;2023-03-04T00:57:51Z;9539;11041
MDEwOlJlcG9zaXRvcnkxODQ0NTYyNTE=;https://github.com/microsoft/PowerToys;PowerToys;microsoft/PowerToys;87614;4293;3814;76;C#;2019-05-01T17:44:02Z;2023-03-03T11:35:38Z;15688;20210
MDEwOlJlcG9zaXRvcnk2MjYwNzIyNw==;https://github.com/yangshun/tech-interview-handbook;tech-interview-handbook;yangshun/tech-interview-handbook;87090;498;429;0;TypeScript;2016-07-05T05:00:48Z;2023-02-06T00:38:09Z;54;69
MDEwOlJlcG9zaXRvcnkxMDM2MzM5ODQ=;https://github.com/goldbergyoni/nodebestpractices;nodebestpractices;goldbergyoni/nodebestpractices;86836;900;745;0;JavaScript;2017-09-15T08:33:19Z;2023-01-09T22:53:25Z;279;300
MDEwOlJlcG9zaXRvcnkyNDE5NTMzOQ==;https://github.com/angular/angular;angular;angular/angular;86733;23332;3322;249;TypeScript;2014-09-18T16:12:01Z;2023-03-03T22:03:37Z;23743;24940
MDEwOlJlcG9zaXRvcnkyMzA4MzE1Ng==;https://github.com/mui/material-ui;material-ui;mui/material-ui;84979;18545;15067;397;JavaScript;2014-08-18T19:11:54Z;2023-03-04T07:50:31Z;15843;17024
MDEwOlJlcG9zaXRvcnkzNDUyNjg4NA==;https://github.com/ant-design/ant-design;ant-design;ant-design/ant-design;84654;13476;10598;564;TypeScript;2015-04-24T15:37:24Z;2023-03-05T16:24:41Z;25102;26012
MDEwOlJlcG9zaXRvcnkxNTUyMjA2NDE=;https://github.com/huggingface/transformers;transformers;huggingface/transformers;83628;10884;8760;108;Python;2018-10-29T13:56:00Z;2023-03-04T15:45:53Z;10573;10990
MDEwOlJlcG9zaXRvcnk5MDc5NjY2Mw==;https://github.com/puppeteer/puppeteer;puppeteer;puppeteer/puppeteer;82143;3783;2996;176;TypeScript;2017-05-09T22:16:13Z;2023-03-02T10:23:25Z;5604;5855
MDEwOlJlcG9zaXRvcnk4ODQ2NDcwNA==;https://github.com/PanJiaChen/vue-element-admin;vue-element-admin;PanJiaChen/vue-element-admin;81049;570;313;49;Vue;2017-04-17T03:35:49Z;2022-04-11T03:32:06Z;2333;3510
MDEwOlJlcG9zaXRvcnk3NDc5MTM2Ng==;https://github.com/ryanmcdermott/clean-code-javascript;clean-code-javascript;ryanmcdermott/clean-code-javascript;80230;269;149;0;JavaScript;2016-11-25T22:25:41Z;2023-02-11T17:28:23Z;81;135
MDEwOlJlcG9zaXRvcnkyMjc5MDQ4OA==;https://github.com/iluwatar/java-design-patterns;java-design-patterns;iluwatar/java-design-patterns;80119;1614;1069;0;Java;2014-08-09T16:45:18Z;2023-03-03T08:43:43Z;659;845
MDEwOlJlcG9zaXRvcnk3MjQ3MTI=;https://github.com/rust-lang/rust;rust;rust-lang/rust;78523;61094;46115;108;Rust;2010-06-16T20:39:03Z;2023-03-05T13:46:04Z;38604;47425
MDEwOlJlcG9zaXRvcnkxMTE1ODM1OTM=;https://github.com/Genymobile/scrcpy;scrcpy;Genymobile/scrcpy;77483;344;64;29;C;2017-11-21T18:00:27Z;2023-02-06T10:13:18Z;2161;3385
MDEwOlJlcG9zaXRvcnkyNTYxNTgy;https://github.com/animate-css/animate.css;animate.css;animate-css/animate.css;77217;791;313;22;CSS;2011-10-12T10:07:38Z;2022-07-29T14:42:47Z;819;841
MDEwOlJlcG9zaXRvcnk1NDE3MzU5Mw==;https://github.com/storybookjs/storybook;storybook;storybookjs/storybook;77159;9917;7897;1000;TypeScript;2016-03-18T04:23:44Z;2023-03-05T00:02:47Z;8291;10210
MDEwOlJlcG9zaXRvcnkzMzYxNDMwNA==;https://github.com/nvbn/thefuck;thefuck;nvbn/thefuck;76079;662;478;17;Python;2015-04-08T15:08:04Z;2022-09-25T19:37:47Z;453;664
MDEwOlJlcG9zaXRvcnk1MTExNzgzNw==;https://github.com/tensorflow/models;models;tensorflow/models;75315;3722;2293;29;Jupyter Notebook;2016-02-05T01:15:20Z;2023-03-03T17:34:36Z;6023;7074
MDEwOlJlcG9zaXRvcnk1MjYzMTg0MQ==;https://github.com/gothinkster/realworld;realworld;gothinkster/realworld;72806;500;320;0;TypeScript;2016-02-26T20:49:53Z;2023-03-05T18:28:16Z;459;509
MDEwOlJlcG9zaXRvcnkxODYzMzI5;https://github.com/laravel/laravel;laravel;laravel/laravel;72686;4476;1491;135;PHP;2011-06-08T03:06:08Z;2023-03-02T16:19:33Z;0;0
MDEwOlJlcG9zaXRvcnkxNjA2NDAwOTQ=;https://github.com/MisterBooo/LeetCodeAnimation;LeetCodeAnimation;MisterBooo/LeetCodeAnimation;72445;74;63;0;Java;2018-12-06T08:01:22Z;2022-01-12T07:47:38Z;42;58
MDEwOlJlcG9zaXRvcnkzNDcwNDcx;https://github.com/FortAwesome/Font-Awesome;Font-Awesome;FortAwesome/Font-Awesome;71001;663;196;50;JavaScript;2012-02-17T14:19:43Z;2023-02-07T19:23:03Z;13448;18752
MDEwOlJlcG9zaXRvcnkxNTIwNDg2MA==;https://github.com/papers-we-love/papers-we-love;papers-we-love;papers-we-love/papers-we-love;70156;495;415;0;Shell;2013-12-15T14:31:41Z;2023-03-04T18:46:56Z;172;191
MDEwOlJlcG9zaXRvcnkxMDEyOTY4ODE=;https://github.com/mtdvio/every-programmer-should-know;every-programmer-should-know;mtdvio/every-programmer-should-know;69749;159;98;0;;2017-08-24T13:18:26Z;2022-11-23T11:06:04Z;18;42
MDEwOlJlcG9zaXRvcnk0MTY0NDgy;https://github.com/django/django;django;django/django;69107;16576;8002;0;Python;2012-04-28T02:47:18Z;2023-03-05T18:06:21Z;0;0
MDEwOlJlcG9zaXRvcnkyNjUwMDc4Nw==;https://github.com/tonsky/FiraCode;FiraCode;tonsky/FiraCode;69008;177;125;29;Clojure;2014-11-11T19:32:38Z;2023-02-22T15:42:08Z;906;1259
MDEwOlJlcG9zaXRvcnkxNTE4MzQwNjI=;https://github.com/doocs/advanced-java;advanced-java;doocs/advanced-java;68878;114;75;1;Java;2018-10-06T11:38:30Z;2023-02-03T12:08:57Z;137;139
MDEwOlJlcG9zaXRvcnkxMTgxOTI3;https://github.com/bitcoin/bitcoin;bitcoin;bitcoin/bitcoin;68489;18792;12700;40;C++;2010-12-19T15:16:43Z;2023-03-04T07:17:37Z;6934;7328
MDEwOlJlcG9zaXRvcnk0NDU3MTcxOA==;https://github.com/vuejs/awesome-vue;awesome-vue;vuejs/awesome-vue;67919;3741;3384;0;;2015-10-20T00:16:14Z;2023-02-26T13:50:22Z;180;210
MDEwOlJlcG9zaXRvcnkzMTE1MjU3OTg=;https://github.com/microsoft/Web-Dev-For-Beginners;Web-Dev-For-Beginners;microsoft/Web-Dev-For-Beginners;67449;747;439;0;JavaScript;2020-11-10T02:44:00Z;2023-03-03T17:37:46Z;217;226
MDEwOlJlcG9zaXRvcnkzMjQ4NDM4MQ==;https://github.com/ripienaar/free-for-dev;free-for-dev;ripienaar/free-for-dev;67362;2701;2123;0;HTML;2015-03-18T21:06:26Z;2023-03-05T02:10:19Z;0;0
MDEwOlJlcG9zaXRvcnk1MTA4MDUx;https://github.com/opencv/opencv;opencv;opencv/opencv;66939;13690;11027;59;C++;2012-07-19T09:40:17Z;2023-03-01T07:13:22Z;7175;9526
MDEwOlJlcG9zaXRvcnkyMDkwNDQzNw==;https://github.com/gin-gonic/gin;gin;gin-gonic/gin;66928;1514;923;24;Go;2014-06-16T23:57:25Z;2023-03-02T00:12:20Z;1498;1990
MDEwOlJlcG9zaXRvcnk3NDI5MzMyMQ==;https://github.com/sveltejs/svelte;svelte;sveltejs/svelte;66078;3284;2561;0;TypeScript;2016-11-20T18:13:05Z;2023-03-04T07:18:55Z;4126;4882
MDEwOlJlcG9zaXRvcnk2Mjk2Nzkw;https://github.com/spring-projects/spring-boot;spring-boot;spring-projects/spring-boot;65921;5584;41;163;Java;2012-10-19T15:02:57Z;2023-03-03T22:50:55Z;27989;28556
MDEwOlJlcG9zaXRvcnkxNDc0NzU5OA==;https://github.com/typicode/json-server;json-server;typicode/json-server;65817;354;108;12;JavaScript;2013-11-27T13:21:13Z;2023-02-22T21:38:04Z;467;1036
MDEwOlJlcG9zaXRvcnkxMTE4MDY4Nw==;https://github.com/gohugoio/hugo;hugo;gohugoio/hugo;65717;4283;1911;217;Go;2013-07-04T15:26:26Z;2023-03-05T12:43:18Z;5737;6379
MDEwOlJlcG9zaXRvcnkxMDYwMTczNDM=;https://github.com/tailwindlabs/tailwindcss;tailwindcss;tailwindlabs/tailwindcss;65687;2110;1682;209;HTML;2017-10-06T14:59:14Z;2023-03-03T02:44:15Z;2743;2747
MDEwOlJlcG9zaXRvcnk1ODAyODAzOA==;https://github.com/521xueweihan/HelloGitHub;HelloGitHub;521xueweihan/HelloGitHub;65667;31;14;28;Python;2016-05-04T06:24:11Z;2023-02-28T13:44:05Z;2342;2429
MDEwOlJlcG9zaXRvcnk3NjkxNjMx;https://github.com/moby/moby;moby;moby/moby;65266;23052;18095;120;Go;2013-01-18T18:10:57Z;2023-03-03T15:32:04Z;17812;21783
MDEwOlJlcG9zaXRvcnk2MTIyMzA=;https://github.com/nvm-sh/nvm;nvm;nvm-sh/nvm;65225;1005;674;62;Shell;2010-04-15T17:47:47Z;2023-01-22T10:48:59Z;1604;1921
MDEwOlJlcG9zaXRvcnk0ODM3ODk0Nw==;https://github.com/fatedier/frp;frp;fatedier/frp;64934;640;433;77;Go;2015-12-21T15:24:59Z;2023-02-27T06:44:16Z;2571;2677
MDEwOlJlcG9zaXRvcnkxMDcxMTE0MjE=;https://github.com/thedaviddias/Front-End-Checklist;Front-End-Checklist;thedaviddias/Front-End-Checklist;64344;292;172;1;;2017-10-16T10:12:36Z;2022-06-03T19:59:48Z;137;143
MDEwOlJlcG9zaXRvcnkxMjc5ODgwMTE=;https://github.com/macrozheng/mall;mall;macrozheng/mall;63923;105;0;2;Java;2018-04-04T01:11:44Z;2023-03-04T07:30:00Z;428;454
MDEwOlJlcG9zaXRvcnk2NTYwMDk3NQ==;https://github.com/pytorch/pytorch;pytorch;pytorch/pytorch;63383;64018;5357;43;C++;2016-08-13T05:26:41Z;2023-03-05T17:07:56Z;21397;31819
MDEwOlJlcG9zaXRvcnkxODYxNDU4;https://github.com/hakimel/reveal.js;reveal.js;hakimel/reveal.js;63252;1001;373;39;JavaScript;2011-06-07T18:54:22Z;2023-02-27T01:10:23Z;1574;2210
MDEwOlJlcG9zaXRvcnkxNjQwODk5Mg==;https://github.com/neovim/neovim;neovim;neovim/neovim;63092;13083;9242;31;Vim Script;2014-01-31T13:39:22Z;2023-03-05T17:50:25Z;7993;9370
MDEwOlJlcG9zaXRvcnk1MDc3NzU=;https://github.com/elastic/elasticsearch;elasticsearch;elastic/elasticsearch;62924;62365;53845;108;Java;2010-02-08T13:20:56Z;2023-03-03T21:30:17Z;28109;31682
MDEwOlJlcG9zaXRvcnkxNzI1NjI0NzU=;https://github.com/florinpop17/app-ideas;app-ideas;florinpop17/app-ideas;62844;556;149;0;;2019-02-25T18:36:56Z;2020-07-07T10:38:10Z;35;113
MDEwOlJlcG9zaXRvcnkzNjc4NzMx;https://github.com/webpack/webpack;webpack;webpack/webpack;62617;6010;4201;382;JavaScript;2012-03-10T10:08:14Z;2023-03-03T20:12:41Z;9185;9378
MDEwOlJlcG9zaXRvcnkxMDc0NDE4Mw==;https://github.com/netdata/netdata;netdata;netdata/netdata;62198;7187;6354;61;C;2013-06-17T18:39:10Z;2023-03-04T00:17:23Z;7005;7235
MDEwOlJlcG9zaXRvcnk1NTA3NjA2Mw==;https://github.com/Hack-with-Github/Awesome-Hacking;Awesome-Hacking;Hack-with-Github/Awesome-Hacking;62131;88;27;0;;2016-03-30T15:47:10Z;2022-08-27T11:22:09Z;0;0
MDEwOlJlcG9zaXRvcnk1OTY4OTI=;https://github.com/pallets/flask;flask;pallets/flask;62101;2344;1445;24;Python;2010-04-06T11:11:59Z;2023-03-01T17:04:40Z;2463;2466
MDEwOlJlcG9zaXRvcnk0NDgzODk0OQ==;https://github.com/apple/swift;swift;apple/swift;61975;47091;41186;46;C++;2015-10-23T21:15:07Z;2023-03-05T18:11:02Z;7643;13397
MDEwOlJlcG9zaXRvcnkyMzcxNTk=;https://github.com/expressjs/express;express;expressjs/express;60133;1141;268;147;JavaScript;2009-06-26T18:56:01Z;2023-02-26T18:34:32Z;3615;3718
MDEwOlJlcG9zaXRvcnkyMDY0NjI3NzY=;https://github.com/GrowingGit/GitHub-Chinese-Top-Charts;GitHub-Chinese-Top-Charts;GrowingGit/GitHub-Chinese-Top-Charts;60111;17;0;0;Java;2019-09-05T03:01:56Z;2023-03-05T00:07:55Z;149;254
MDEwOlJlcG9zaXRvcnk4ODQzNjgz;https://github.com/chartjs/Chart.js;Chart.js;chartjs/Chart.js;59978;3676;2858;101;JavaScript;2013-03-17T23:56:36Z;2023-03-01T23:46:01Z;6546;6753
MDEwOlJlcG9zaXRvcnkxOTY3MDE2MTk=;https://github.com/tauri-apps/tauri;tauri;tauri-apps/tauri;59876;3211;2869;500;Rust;2019-07-13T09:09:37Z;2023-02-22T13:10:54Z;1984;2329
MDEwOlJlcG9zaXRvcnkxMzM0MzY5;https://github.com/resume/resume.github.com;resume.github.com;resume/resume.github.com;59445;183;84;0;JavaScript;2011-02-06T13:39:55Z;2016-08-05T05:37:30Z;59;108
MDEwOlJlcG9zaXRvcnkzNjUzNTE1Ng==;https://github.com/reduxjs/redux;redux;reduxjs/redux;59304;2403;1583;70;TypeScript;2015-05-29T23:53:15Z;2023-02-28T03:27:06Z;1938;1981
MDEwOlJlcG9zaXRvcnk4MTk3NTM3Mg==;https://github.com/kdn251/interviews;interviews;kdn251/interviews;59304;162;42;0;Java;2017-02-14T18:19:25Z;2020-06-06T02:37:07Z;20;51
MDEwOlJlcG9zaXRvcnkxNzI5NTM4NDU=;https://github.com/coder/code-server;code-server;coder/code-server;59263;1589;1258;102;TypeScript;2019-02-27T16:50:41Z;2023-03-04T07:24:54Z;2917;3164
MDEwOlJlcG9zaXRvcnk0NjAwNzg=;https://github.com/angular/angular.js;angular.js;angular/angular.js;59248;7999;789;0;JavaScript;2010-01-06T00:34:37Z;2022-04-12T15:48:22Z;8649;9040
MDEwOlJlcG9zaXRvcnkzMjI4NTA1;https://github.com/atom/atom;atom;atom/atom;59177;5281;3937;538;JavaScript;2012-01-20T18:18:21Z;2022-11-22T16:11:57Z;16156;17125
MDEwOlJlcG9zaXRvcnkxNTYzNDk4MQ==;https://github.com/godotengine/godot;godot;godotengine/godot;58827;33091;26407;42;C++;2014-01-04T16:05:36Z;2023-03-05T12:39:45Z;33029;40335
MDEwOlJlcG9zaXRvcnkxNTYwMTg=;https://github.com/redis/redis;redis;redis/redis;58786;5784;3192;46;C;2009-03-21T22:32:25Z;2023-03-05T13:28:50Z;4055;5876
MDEwOlJlcG9zaXRvcnkxMjg4ODk5Mw==;https://github.com/home-assistant/core;core;home-assistant/core;58614;51932;44131;1000;Python;2013-09-17T07:29:48Z;2023-03-05T16:07:32Z;34512;36707
MDEwOlJlcG9zaXRvcnkyMzM1NzU4OA==;https://github.com/protocolbuffers/protobuf;protobuf;protocolbuffers/protobuf;58403;6545;4185;121;C++;2014-08-26T15:52:15Z;2023-03-03T18:07:21Z;4773;5425
MDEwOlJlcG9zaXRvcnk2MzUzOTA1NQ==;https://github.com/jaywcjlove/awesome-mac;awesome-mac;jaywcjlove/awesome-mac;58349;810;702;6;JavaScript;2016-07-17T15:33:47Z;2023-03-02T04:49:42Z;255;348
MDEwOlJlcG9zaXRvcnk0MzExNzk2;https://github.com/adam-p/markdown-here;markdown-here;adam-p/markdown-here;58243;82;20;11;JavaScript;2012-05-13T03:27:22Z;2018-09-30T13:17:46Z;308;603
MDEwOlJlcG9zaXRvcnkyMTg3MjM5Mg==;https://github.com/josephmisiti/awesome-machine-learning;awesome-machine-learning;josephmisiti/awesome-machine-learning;58069;826;780;0;Python;2014-07-15T19:11:19Z;2023-03-03T14:13:05Z;80;80
MDEwOlJlcG9zaXRvcnk1NTc5ODA=;https://github.com/socketio/socket.io;socket.io;socketio/socket.io;57739;830;415;55;TypeScript;2010-03-11T18:24:48Z;2023-02-20T16:49:41Z;3206;3307
