ID;URL;Name;NameWithOwner;Stargazers;PullRequests;AcceptedPullRequests;Releases;PrimaryLanguage;createdAt;updatedAt;closedIssues;totalIssues
MDEwOlJlcG9zaXRvcnkyMTQ4NDc4MQ==;https://github.com/jumpserver/jumpserver;jumpserver;jumpserver/jumpserver;19922;5111;4459;159;Python;2014-07-04T03:54:59Z;2023-03-02T08:23:16Z;4561;4683
R_kgDOGKvm4w;https://github.com/vercel/turbo;turbo;vercel/turbo;19886;2517;2020;181;Rust;2021-10-05T17:37:11Z;2023-03-04T06:54:47Z;601;934
MDEwOlJlcG9zaXRvcnkxMTM5MzExMA==;https://github.com/urfave/cli;cli;urfave/cli;19839;910;713;112;Go;2013-07-13T19:32:06Z;2023-03-02T14:25:27Z;678;717
MDEwOlJlcG9zaXRvcnk4MjA0MDY1MA==;https://github.com/shimohq/chinese-programmer-wrong-pronunciation;chinese-programmer-wrong-pronunciation;shimohq/chinese-programmer-wrong-pronunciation;19838;170;125;0;JavaScript;2017-02-15T09:02:40Z;2023-01-04T03:39:32Z;114;229
MDEwOlJlcG9zaXRvcnkxMTg1NTE5NQ==;https://github.com/chalk/chalk;chalk;chalk/chalk;19829;171;100;26;JavaScript;2013-08-03T00:20:12Z;2022-12-08T18:46:06Z;348;351
MDEwOlJlcG9zaXRvcnkyNDM0OTgzMg==;https://github.com/jquense/yup;yup;jquense/yup;19826;475;288;11;TypeScript;2014-09-22T23:54:22Z;2023-02-27T14:37:26Z;1374;1458
MDEwOlJlcG9zaXRvcnkzNjIzMDUw;https://github.com/Homebrew/homebrew-cask;homebrew-cask;Homebrew/homebrew-cask;19817;135892;104872;81;Ruby;2012-03-05T02:05:17Z;2023-03-05T17:49:11Z;6162;6179
MDEwOlJlcG9zaXRvcnk0MDM0NTY1OA==;https://github.com/recharts/recharts;recharts;recharts/recharts;19813;719;549;19;TypeScript;2015-08-07T06:50:27Z;2023-03-05T18:43:41Z;2184;2640
MDEwOlJlcG9zaXRvcnk0NDgwNDIxNg==;https://github.com/termux/termux-app;termux-app;termux/termux-app;19802;297;134;89;Java;2015-10-23T09:42:46Z;2023-03-04T13:24:18Z;1977;2262
MDEwOlJlcG9zaXRvcnk2OTc5ODc0OA==;https://github.com/verekia/js-stack-from-scratch;js-stack-from-scratch;verekia/js-stack-from-scratch;19791;105;55;1;JavaScript;2016-10-02T13:31:23Z;2022-11-01T03:50:36Z;118;157
MDEwOlJlcG9zaXRvcnk2NjQyNDg3MQ==;https://github.com/pytorch/examples;examples;pytorch/examples;19789;540;363;0;Python;2016-08-24T03:12:48Z;2023-02-26T23:47:44Z;433;576
MDEwOlJlcG9zaXRvcnkyMzA5NTk1NA==;https://github.com/ReactiveX/RxAndroid;RxAndroid;ReactiveX/RxAndroid;19767;238;177;20;Java;2014-08-19T03:46:38Z;2023-02-20T12:33:45Z;346;347
MDEwOlJlcG9zaXRvcnkxODI3NTM1Ng==;https://github.com/facebookarchive/pop;pop;facebookarchive/pop;19748;146;100;3;Objective-C++;2014-03-30T22:29:12Z;2018-10-11T22:12:26Z;211;256
MDEwOlJlcG9zaXRvcnkxMTM5NjUwMTY=;https://github.com/Molunerfinn/PicGo;PicGo;Molunerfinn/PicGo;19744;35;15;47;TypeScript;2017-12-12T08:39:44Z;2023-02-22T11:06:49Z;951;972
MDEwOlJlcG9zaXRvcnk1ODMwOTg3;https://github.com/hapijs/joi;joi;hapijs/joi;19737;650;434;0;JavaScript;2012-09-16T16:38:06Z;2023-03-02T10:35:27Z;2140;2266
MDEwOlJlcG9zaXRvcnk1NzE2Nzc2NA==;https://github.com/xi-editor/xi-editor;xi-editor;xi-editor/xi-editor;19725;799;669;0;Rust;2016-04-26T23:03:23Z;2023-02-01T16:30:12Z;397;528
MDEwOlJlcG9zaXRvcnk2NTcxMTUyMg==;https://github.com/PaddlePaddle/Paddle;Paddle;PaddlePaddle/Paddle;19715;34851;25601;58;C++;2016-08-15T06:59:08Z;2023-03-05T08:59:00Z;15204;16213
MDEwOlJlcG9zaXRvcnkxMTM3NTIyMjU=;https://github.com/tipsy/profile-summary-for-github;profile-summary-for-github;tipsy/profile-summary-for-github;19699;40;26;0;Vue;2017-12-10T13:29:15Z;2022-10-08T06:27:29Z;62;77
MDEwOlJlcG9zaXRvcnkxNzI3NDEwNzM=;https://github.com/FredKSchott/snowpack;snowpack;FredKSchott/snowpack;19691;1497;1203;83;JavaScript;2019-02-26T15:45:38Z;2022-04-28T21:41:20Z;544;882
